network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T00:10:00Z,1.572,7.97,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T00:12:00Z,0.899,8.26,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T00:15:00Z,0.566,8.32,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T00:30:00Z,1.962,6.4,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T00:30:00Z,2.179,6.17,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T00:30:00Z,6.496,5.99,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T00:30:00Z,4.447,4.6,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T00:30:00Z,3.821,6.39,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T01:00:00Z,1.954,6.12,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T01:00:00Z,2.192,6.16,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T01:00:00Z,6.541,5.86,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T01:00:00Z,4.471,4.47,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T01:00:00Z,3.935,6.53,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T01:00:00Z,1.95,6.05,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T01:00:00Z,2.328,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T01:00:00Z,2.491,5.17,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T01:00:00Z,1.914,6.73,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T01:00:00Z,2.491,4.46,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T01:02:00Z,2.996,5.06,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T01:05:00Z,2.445,6.93,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T01:07:00Z,1.943,7.37,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T01:10:00Z,1.435,7.65,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T01:12:00Z,0.915,7.66,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T01:15:00Z,0.588,7.69,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T01:30:00Z,1.976,6.14,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T01:30:00Z,2.214,6.22,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T01:30:00Z,6.623,5.55,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T01:30:00Z,4.477,4.53,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T01:30:00Z,3.982,6.54,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T02:00:00Z,1.974,5.57,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T02:00:00Z,2.216,6.14,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T02:00:00Z,6.628,5.58,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T02:00:00Z,4.481,4.39,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T02:00:00Z,4.061,6.08,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T02:00:00Z,1.87,6.62,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T02:00:00Z,2.26,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T02:00:00Z,2.47,5.03,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T02:00:00Z,1.85,6.84,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T02:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T02:02:00Z,3.069,3.01,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T02:05:00Z,2.455,6.82,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T02:07:00Z,1.953,7.08,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T02:10:00Z,1.444,7.18,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T02:12:00Z,0.93,7.17,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T02:14:00Z,0.424,7.19,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T02:30:00Z,1.999,5.51,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T02:30:00Z,2.218,6.21,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T02:30:00Z,6.656,5.5,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T02:30:00Z,4.481,4.24,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T02:30:00Z,4.065,6.12,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T03:00:00Z,1.997,5.51,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T03:00:00Z,2.225,6.14,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T03:00:00Z,6.649,5.07,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T03:00:00Z,4.487,4.1,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T03:00:00Z,4.105,6.29,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T03:00:00Z,1.763,6.22,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T03:00:00Z,2.22,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T03:00:00Z,2.4,4.89,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T03:00:00Z,1.851,6.77,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T03:00:00Z,2.55,5.32,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T03:02:00Z,3.024,5.18,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T03:05:00Z,2.476,6.89,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T03:07:00Z,1.978,6.97,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T03:10:00Z,1.571,6.97,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T03:12:00Z,0.93,6.94,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T03:15:00Z,0.422,6.97,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T03:30:00Z,2.026,5.26,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T03:30:00Z,2.24,6.02,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T03:30:00Z,6.703,5.67,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T03:30:00Z,4.501,4.06,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T03:30:00Z,4.155,5.96,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T04:00:00Z,2.028,5.36,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T04:00:00Z,2.247,6.05,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T04:00:00Z,6.751,4.92,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T04:00:00Z,4.535,4.09,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T04:00:00Z,4.168,6.25,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T04:00:00Z,1.77,6.09,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T04:00:00Z,2.18,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T04:00:00Z,2.371,4.55,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T04:00:00Z,1.794,6.77,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T04:00:00Z,2.51,4.71,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T04:02:00Z,3.041,6.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T04:05:00Z,2.425,6.78,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T04:07:00Z,1.933,6.79,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T04:10:00Z,1.438,6.77,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T04:12:00Z,0.771,6.84,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T04:15:00Z,0.591,6.82,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T04:30:00Z,2.007,5.46,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T04:30:00Z,2.273,6.01,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T04:30:00Z,6.843,4.74,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T04:30:00Z,4.551,4.05,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T04:30:00Z,4.202,5.95,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T05:00:00Z,2.074,5.5,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T05:00:00Z,2.298,5.91,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T05:00:00Z,6.903,5.82,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T05:00:00Z,4.558,3.92,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T05:00:00Z,4.215,6.01,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T05:00:00Z,1.75,5.82,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T05:00:00Z,2.159,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T05:00:00Z,2.362,4.39,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T05:00:00Z,1.77,6.63,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T05:00:00Z,2.47,3.52,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T05:02:00Z,2.995,5.92,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T05:05:00Z,2.445,6.52,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T05:07:00Z,1.953,6.67,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T05:10:00Z,1.451,6.69,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T05:12:00Z,0.983,6.63,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T05:15:00Z,0.391,6.65,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T05:30:00Z,2.093,5.5,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T05:30:00Z,2.313,5.86,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T05:30:00Z,6.939,5.4,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T05:30:00Z,4.587,3.8,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T05:30:00Z,4.282,5.95,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T06:00:00Z,2.124,5.56,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T06:00:00Z,2.322,5.84,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T06:00:00Z,7.03,5.67,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T06:00:00Z,4.605,3.76,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T06:00:00Z,4.23,5.9,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T06:00:00Z,1.73,5.88,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T06:00:00Z,2.16,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T06:00:00Z,2.337,4.6,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T06:00:00Z,1.792,6.63,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T06:00:00Z,2.423,4.34,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T06:02:00Z,3.006,6.07,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T06:05:00Z,2.452,6.27,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T06:07:00Z,1.961,6.5,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T06:10:00Z,1.552,6.57,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T06:12:00Z,0.912,6.62,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T06:15:00Z,0.408,6.62,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T06:30:00Z,2.131,5.44,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T06:30:00Z,2.353,5.8,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T06:30:00Z,7.15,5.5,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T06:30:00Z,4.633,3.82,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T06:30:00Z,4.289,5.94,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T07:00:00Z,2.159,5.29,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T07:00:00Z,2.383,5.79,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T07:00:00Z,7.14,5.6,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T07:00:00Z,4.659,3.55,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T07:00:00Z,4.438,5.88,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T07:00:00Z,1.75,5.48,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T07:00:00Z,2.17,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T07:00:00Z,2.32,4.82,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T07:00:00Z,1.812,6.6,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T07:00:00Z,2.39,3.26,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T07:02:00Z,3.012,6.42,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T07:05:00Z,2.458,6.48,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T07:07:00Z,1.898,6.52,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T07:10:00Z,1.566,6.51,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T07:12:00Z,0.931,6.46,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T07:15:00Z,0.435,6.44,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T07:30:00Z,2.172,5.2,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T07:30:00Z,2.393,5.8,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T07:30:00Z,7.15,4.83,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T07:30:00Z,4.688,3.63,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T07:30:00Z,4.458,5.69,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T08:00:00Z,2.197,5.13,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T08:00:00Z,2.407,5.78,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T08:00:00Z,7.27,4.64,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T08:00:00Z,4.701,3.6,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T08:00:00Z,4.491,5.66,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T08:00:00Z,1.82,5.09,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T08:00:00Z,2.22,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T08:00:00Z,2.377,4.73,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T08:00:00Z,1.849,6.43,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T08:00:00Z,2.36,3.55,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T08:02:00Z,3.066,5.17,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T08:05:00Z,2.456,6.08,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T08:07:00Z,1.975,6.29,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T08:10:00Z,1.402,6.39,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T08:12:00Z,0.919,6.37,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T08:14:00Z,0.417,6.39,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T08:30:00Z,2.207,5.05,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T08:30:00Z,2.417,5.77,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T08:30:00Z,7.23,5.01,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T08:30:00Z,4.707,3.51,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T08:30:00Z,4.616,5.49,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T09:00:00Z,2.199,5.08,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T09:00:00Z,2.418,5.78,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T09:00:00Z,7.33,4.11,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T09:00:00Z,4.71,3.66,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T09:00:00Z,4.697,5.6,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T09:00:00Z,1.91,5.17,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T09:00:00Z,2.31,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T09:00:00Z,2.448,3.99,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T09:00:00Z,1.938,5.75,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T09:00:00Z,2.36,4.07,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T09:02:00Z,3.056,5.44,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T09:05:00Z,2.436,5.94,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T09:07:00Z,1.947,6.03,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T09:10:00Z,1.463,5.98,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T09:12:00Z,1.016,5.99,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T09:14:00Z,0.38,6.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T09:30:00Z,2.232,5.04,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T09:30:00Z,2.43,5.75,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T09:30:00Z,7.37,3.84,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T09:30:00Z,4.714,3.44,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T09:30:00Z,4.691,5.55,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T10:00:00Z,2.241,4.93,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T10:00:00Z,2.443,5.71,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T10:00:00Z,7.4,4.72,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T10:00:00Z,4.712,3.46,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T10:00:00Z,4.713,5.35,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T10:00:00Z,2.02,5.39,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T10:00:00Z,2.41,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T10:00:00Z,2.53,4.04,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T10:00:00Z,2.009,5.63,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T10:00:00Z,2.4,4.65,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T10:02:00Z,2.989,5.14,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T10:05:00Z,2.444,5.64,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T10:07:00Z,1.963,5.92,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T10:10:00Z,1.477,5.91,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T10:12:00Z,0.92,6.01,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T10:14:00Z,0.425,6.13,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T10:30:00Z,2.212,4.9,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T10:30:00Z,2.449,5.66,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T10:30:00Z,7.43,4.65,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T10:30:00Z,4.715,3.44,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T10:30:00Z,4.794,5.39,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T11:00:00Z,2.248,5.32,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T11:00:00Z,2.458,5.57,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T11:00:00Z,7.43,4.85,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T11:00:00Z,4.726,3.35,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T11:00:00Z,4.746,5.12,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-09T11:00:00Z,2.07,5.21,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-09T11:00:00Z,2.473,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-09T11:00:00Z,2.579,4.19,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-09T11:00:00Z,2.077,5.52,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-09T11:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T11:02:00Z,3.012,5.81,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T11:05:00Z,2.46,5.99,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T11:07:00Z,1.977,6.12,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T11:10:00Z,1.41,6.14,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T11:12:00Z,0.906,6.13,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-09T11:15:00Z,0.571,6.16,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-09T11:30:00Z,2.305,5.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-09T11:30:00Z,2.458,5.53,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-09T11:30:00Z,7.49,4.5,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-09T11:30:00Z,4.72,3.3,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-09T11:30:00Z,4.734,5.37,1111122 
